ID	locution1	locution2	proposition1	proposition2	locution1_corrected	locution2_corrected	proposition1_corrected	proposition2_corrected	label	prop_needed
QT30_241	I would like to see us work out a way to live with it on a longer term basis	I would like to see restrictions lifted sooner	Heather McGregor would like to see us work out a way to live with it on a longer term basis	Heather McGregor would like to see restrictions lifted sooner					contradiction	False
QT30_242	not the date	It should be following the data	easing the restrictions should not be based on the date	easing restrictions should be done by following the data					Non-contradiction	False
QT30_243	Only 1 percent of them still are to this day	We said months ago everybody who comes into the country should be hotel-isolated	only 1 percent of people coming into the country are hotel-isolating to this day	the Labour Party said months ago everybody who comes into the country should be hotel-isolated					contradiction	False
QT30_244	she should have anticipated that people would be interested in her story	I feel very sorry for Naomi	Naomi Osaka should have anticipated that people would be interested in her story	Tony Unknown feels very sorry for Naomi Osaka					contradiction	False
QT30_245	there should be some form of compensation that can ease the transition in	"I understand and I have huge sympathy for landlords who are 
overwhelmingly decent people who are trying to support the people who 
are tenants to them"	there should be some form of compensation that can ease the transition in	"Peter Kyle understands and has huge sympathy for landlords who are overwhelmingly decent people who are trying to support the people who are 
tenants to them"					non-contradiction	 False
QT30_246	It is also important that landlords can take control where it is necessary to do so	we didn't want anyone to be thrown out of their houses during this period	it is also important that landlords can take control where it is necessary to do so	we didn't want anyone to be thrown out of their houses during this period					non-contradiction	 False
QT30_247	I do think the government should come up with an incentive scheme to pay landlords who support poor tenants or people who struggle with their rent	A landlord should have the right to use his property and let whoever he wants in there to rent	AUDIENCE MEMBER does think the government should come up with an incentive scheme to pay landlords who support poor tenants or people who struggle with their rent	a landlord should have the right to use his property and let whoever he wants in there to rent					non-contradiction	False
QT30_248	the ending of the eviction ban is premature	I have every sympathy with landlords	the ending of the eviction ban is premature	AUDIENCE MEMBER has every sympathy with landlords					non-contradiction	 False
QT30_249	we don't know if restrictions will be fully lifted then or not	We have been talking about 21 June	we don't know if restrictions will be fully lifted on 21 June or not	we have been talking about 21 June					non-contradiction	 False
QT30_250	in the medium term we need architects and builders to be coming up with much more low cost, affordable housing,	I agree with Heather about keeping a rental sector going	in the medium term we need architects and builders to be coming up with much more low cost, affordable housing,	Anthony Costello agrees with Heather McGregor about keeping a rental sector going					non-contradiction	False
QT30_251	people are still on furlough, people still aren't back in work	The conservative there mentioned, well, things will get back to normal	people are still on furlough, people still aren't back in work	the conservative there mentioned things will get back to normal					contradiction	False
QT30_252	That is criminal	at any minute she is going to be evicted	a woman renting a house or a flat with two children being terrified that at any minute she is going to be evicted because she can't pay her rent is criminal	a woman renting a house or a flat with two children being terrified that at any minute she is going to be evicted					contradiction	True
QT30_253	We have a food bank that is absolutely flooded out with people who simply cannot afford to buy food for their children	I live in a quite well-off part of London and I'm okay	we have a food bank that is absolutely flooded out with people who simply cannot afford to buy food for their children	Jenni Murray lives in a quite well-off part of London and she is okay					contradiction	False
QT30_254	"but I do feel my daughter, in the situation she lives in, as part of their job, the people who support 
her to live should be vaccinated"	I know it is very difficult to compel anyone to do anything	in the situation Rosemary Squire's daughter lives in, the people who support her to live should be vaccinated as part of their job	it is very difficult to compel anyone to do anything					 contradiction	 True
QT30_255	"there's something wrong where we tell people unless they pump their body full of a chemical, they are 
out of their job"	I'm not hesitant	"there's something wrong where we tell people unless they pump their body full of a chemical, they are out of their 
job"	AudienceMember 20210624QT12 is not vaccine hesitant					non-contradition	 True
QT30_256	"what will get the outcome which we want, which is that everybody gets vaccinated, everybody is 
protected"	I think the starting point with this issue isn't whose rights are more important	what will get the outcome which we want, which is that everybody gets vaccinated, everybody is protected	Sarah Jones thinks the starting point with compulsory vaccinations isn't whose rights are more important					non-contradiction	 False
QT30_257	I'm not sure this is the way to do it	That's what we're aiming for	Sarah Jones is not sure this is the way to do it	everybody getting the vaccination is what we're aiming for					contradiction	True
QT30_258	But the fact of the matter is, and Sarah is right, the failure to close the borders	We all want people to get back to work	the fact of the matter is the failure to close the borders	we all want people to get back to work					non-contradiction	 False
QT30_259	it is the constant interference from the requirement to do that that is painful	we all, more or less have common sense and realise that we're going to have to sacrifice another 4 weeks	it is the constant interference from the requirement to sacrifice another 4 weeks that is painful	we all, more or less have common sense and realise that we're going to have to sacrifice another 4 weeks					non-contradiction	False
QT30_260	it is just not going to go away	"We seem to think that just because we're fed up with COVID it has to go 
away now"	Covid19 is just not going to go away	we seem to think that just because we're fed up with COVID it has to go away now					contradiction	 True
QT30_261	we've all got used to the fact that we're learning about the vaccine	Let's understand that this is new, this is constantly changing	we've all got used to the fact that we're learning about the Covid19 vaccine	let's understand that the Covid19 situation is new, is constantly changing					Self-Contradiction	False
QT30_262	We sold out our fishermen	Brexit was about taking back control	we sold out our fishermen	Brexit was about taking back control					contradiction	False
QT30_263	we are just about to sell out our farmers	Brexit was about taking back control	we are just about to sell out our farmers	Brexit was about taking back control					contradiction	False
QT30_264	the government said would never happen	for those farmers which are going to be undercut	the government said farmers being undercut would never happen	for those farmers which are going to be undercut					Self-Contradiction	False
QT30_265	is now happening	the government said would never happen	farmers being undercut is now happening	the government said farmers being undercut would never happen					contradiction	False
QT30_266	we can't walk away from this	I want to applaud them for what they do day in, day out	we can't walk away from police corruption	Ian Blackford wants to applaud them for what they do day in, day out					Contradiction	True
QT30_267	any economic change is difficult	I do understand what you're saying	any economic change is difficult	Daniel Finkelstein does understand what Ian Blackford is saying					non-contradiction	False
QT30_268	It is going to be a tiny, tiny proportion of food that's going to be coming for Australia	the largest farm there is something like the size of the state of Israel	it is going to be a tiny, tiny proportion of food that's going to be coming for Australia	the largest farm in Australia is something like the size of the state of Israel					contradiction	False
QT30_269	leaves him in charge to our response to a global pandemic	he believes his Health Secretary to be incompetent	Boris Johnson leaves his Health Secretary in charge to our response to a global pandemic	Boris Johnson believes his Health Secretary to be incompetent					Contradiction	False
QT30_270	I can't be against it	it is going to be close to zero, the impact on GDP	Daniel Finkelstein can't be against the trading agreement	it is going to be close to zero, the impact on the Gross Domestic Product					non-contradiction	True
QT30_271	I do buy the product	I'm not an expert on farming	Daniel Finkelstein does buy the product of farming	Daniel Finkelstein is not an expert on farming					Non-contradiction	False
QT30_272	It can't be both	The matter is closed one minute and he took decisive action the next	it can't be both	the matter is closed one minute and he took decisive action the next					non-contradiction	False
QT30_273	now that we know a virus of some sort does come up every so often	You could say nobody knew it was coming and so we were -- the government were on the back foot	now that we know a virus of some sort does come up every so often	you could say nobody knew it was coming and so the government were on the back foot					Non-Contradiction	False
QT30_274	he has to lead by example	The problem is he thinks he can still act like a journalist	Boris Johnson has to lead by example	the problem is Boris Johnson thinks he can still act like a journalist					non-contradiction	False
QT30_275	people do look to them for leadership	politicians are anybody special	people do look to politicians for leadership	politicians aren't anybody special					contradiction	False
QT30_276	no	Boris Johnson or any other politicians feel they can act like a journalist or act like a businessman or something like that	no, politicians cannot act like a journalist or a businessman	Boris Johnson or any other politicians feel they can act like a journalist or act like a businessman or something like that					contradiction	 True
QT30_277	I'd rather the world go vegan	we have to face that	Benjamin Zephaniah would rather the world go vegan	we have to face the viruses					non-contradiction	False
QT30_278	it is a dramatically suppressed link	It is not a broken link	breaking the link between the cases and the hospitalisation and the hospitals is a dramatically suppressed link	breaking the link between the cases and the hospitalisation and the hospitals is not a broken link					non-contradiction	False
QT30_279	It is not entirely an unknown	That's an unknown	the decrease is not entirely an unknown	what happens with the decrease is an unknown					non-contradiction	True
QT30_280	actually, we fired him	the case is closed	actually, we fired Matt Hancock	the case is closed					non-contradiction	False
QT30_281	I don't disagree	I have been fighting against some of the excessive limitations about this	"David Davis doesn't disagree that Boris Johnson's non-action was 
a missed opportunity to set the standard for social distancing"	David Davis has been fighting against some of the excessive limitations about social distancing     					non-contradiction	 True
QT30_282	I mean it worked because we had to do it to make it work for Zoom	It was absolutely terrible	Benjamin Zephaniah means it worked because we had to do it to make it work for Zoom	teaching on Zoom was absolutely terrible					Self-Contradiction	False
QT30_283	we don't know factually what got us here	Normal got us here	we don't know factually what got us here	normal got us here					contradiction	False
QT30_284	it would just be kind of representative of the decline	No, that's a long way off	a Labour defeat would just be kind of representative of the decline	no, the final nail in the coffin for the Labour party is a long way off					non-contradiction	 True
QT30_285	Jeremy Corbyn was really demonised	I'm not taking issue with what was just said	Jeremy Corbyn was really demonised	Benjamin Zephaniah is not taking issue with what was just said					non-contradiction 	 False
QT30_286	are not relevant to politics	When he's interviewed he's asked about his clothes, ties, glasses	clothes are not relevant to politics	when Jeremy Corban is interviewed he's asked about his clothes, ties, glasses					Contradiction	True
QT30_287	that doesnâ€™t mean it is going to be the only vaccine	it is the first evidence that it is a vaccine vaccine-preventible disease	the existence of the Pfizer vaccine doesnâ€™t mean it is going to be the only Coronavirus vaccine	the Pfizer vacine is the first evidence that Coronavirus is a vaccine preventible disease	that doesn't mean it is going to be the only vaccine	the Pfizer vacine is the first evidence that Coronavirus is a vaccine preventible disease	"the existence of the Pfizer vaccine doesn't mean it is going to 
be the only Coronavirus vaccine"	"the Pfizer vacine is the first evidence that Coronavirus is a 
vaccine preventible disease"		
QT30_288	we could have a different conversation in four weeks’ time	Right now we have to work as if this is the only vaccine that’s going to work	we could have a different conversation about Cornavirus vaccines in four weeks’ time	right now we have to work as if the Pfizer Coronavirus vaccine is the only vaccine that’s going to work					non-contradiction	 True
QT30_289	thatâ€™s assuming everybody comes in for their first shot and for their second shot and you are not playing catch-up	"If you start vaccinating in January, given that it takes 5 to 6 weeks to get immunity, 
and you did a million people a week, we wouldnâ€™t get that 10 million 
vaccinated until way into April"	thatâ€™s assuming everybody comes in for their first shot and for their second shot and you are not playing catch-up	"if the UK government starts vaccinating in January, given that it takes 5 to 6 weeks to get immunity, 
and you did a million people a week, we wouldnâ€™t get that 10 million vaccinated until way into April"	"that's assuming everybody comes in for their first shot and for their 
second shot and you are not playing catch-up"	"If you start vaccinating in January, given that it takes 5 to 6 weeks to get immunity, 
and you did a million people a week, we wouldn't get that 10 million vaccinated 
until way into April"	"that's assuming everybody comes in for their first shot 
and for their second shot and you are not playing catch-up"	"if the UK government starts vaccinating in January, given that it takes 
5 to 6 weeks to get immunity, and you did a million people a week, 
we wouldn't get that 10 million vaccinated until way into April"	non-contradiction	 False
QT30_290	it is also the case of tens of thousands of NHS frontline and care staff are also, still, a month after vaccine roll-out began, unvaccinated	I appreciate there are logistical issues	despite the logistical concerns there are tens of thousands of NHS thousands of NHS frontline and care staff are also, still, a month after vaccine roll-out began, unvaccinated	Rachel Clarke appreciates that there are logistical issues with the vaccine process					non-contradiction	False
QT30_291	it is clear it is for those businesses that have to close	that's great	it is clear the grants are for those businesses that have to close	it is great that there has been grants		that's great			non-contradiction	True
QT30_292	There is no support for us	which is good	there is no support for us	it is good that people are staying at home					Non-Contradiction	False
QT30_293	not in the best interests of the people who live here	because the reality is also that throughout all of the Brexit debate what was very clear was the fact of the about the was very much on an English agenda	the Brexit debate was not in the best interests of the people who live in Northern Ireland	the reality is also that throughout all of the Brexit debate it was very clear that it was very much on an English agenda					non-contradiction	True
QT30_294	I have to say that time and time again I’m no longer astonished in terms of the British government to owe who have tried to run roughshod over the Good Friday Agreement	but crucially protects the Good Friday Agreement	Michelle O'Neill is no longer astonished in terms of the British government who have tried to run roughshod over the Good Friday Agreement	the protocol crucially protects the Good Friday Agreement					Contradiction	False
QT30_295	I don't want to force anybody to have a vaccine	I would love to see the passports used	Jeremy King does not want to force anybody to have a vaccine	Jeremy King would love to see the passports used					Self-Contradiction	False
QT30_296	there's a sting in the tail for workers here, particularly in terms of hospitality and getting people back in	I have lots of empathy with business owners who would like this to enable their customers to feel safe	there's a sting in the tail for workers here, particularly in terms of hospitality and getting people back in	Jo Grady has lots of empathy with business owners who would like this to enable their customers to feel safe					Non-contradiction	False
QT30_297	the idea of a passport is ethically unacceptable	"I work in healthcare and I encourage every patient I meet to get their COVID 
vaccine"	the idea of a passport is ethically unacceptable	Audience Member8 works in healthcare and Audience Member8 encourages every patient they meet to get their COVID vaccine					non-contradiction	 False
QT30_298	we also need to see the balance that Nigel's referred to	The reality is we're going to vaccinate our population	we also need to see the balance that Nigel's referred to	the reality is the UK are going to vaccinate our population					Non-contradiction	False
QT30_299	they haven't been visible to us	those efforts that you described are happening	those efforts that Nadhim Zahawi described haven't been visible to us	those efforts that Nadhim Zahawi described are happening					Self-Contradiction	False
QT30_300	The barrier to them throwing themselves into all of this activity is the government itself	The young people are hungry for this	the barrier to young people throwing themselves into all of this activity is the government itself	the young people are hungry for more money to be put into their education					non-contradiction 	 True
QT30_301	It should be children as well	They are choosing bricks	the government should be spending the money on children as well	the government are choosing to spend the money on bricks					Non-Contradiction	False
QT30_302	I do watch athletics quite a lot	I don't watch a lot of sport	Jenni Murray watches athletics quite a lot	Jenni Murray doesn't watch a lot of sport					contradiction   	 False
QT30_303	if you're a very poor woman with children, living alone, with no resources, and no knowledge of how to argue these things and where to find help	There are always ways of getting around that kind of thing	if you're a very poor woman with children, living alone, with no resources, and no knowledge of how to argue these things and where to find help	there are always ways of getting around that kind of thing					contradiction	False
QT30_304	being in that situation is like nothing that I would wish on my worst enemy	I've been in a position where myself and my daughter were effectively homeless and it is a really horrible place to be	being in that situation is like nothing that Audience Member would wish on her worst enemy	Audience Member has been in a position where herself and her daughter were effectively homeless and it is a really horrible place to be					non-contradiction	 False
QT30_305	"as complete amateurs, with no modelling, sticking our oar in to say what we think should happen 
without any idea whether that's an idea at the expense of people potentially dying"	"All that we can do in this situation is try our best to use the best knowledge 
that we have from the most knowledgeable people and make some sort of 
estimate about it"	"in the pandemic situation we shouldn't act as complete amateurs, with no modelling, sticking our oar in to say what we think should happen without 
any idea whether that's an idea at the expense of people potentially dying"	"all that we can do in the pandemic situation is try our best to use the best knowledge that we have from the most knowledgeable people and make 
some sort of estimate about it"					non-contradiction	 False
QT30_306	that's a distraction from what's going on	which they keep referring to as a huge success	the acceleration of the vassal programme is a distraction from what's going on	the acceleration of the vassal programme they keep referring to as a huge success					Non-contradiction	True
QT30_307	I don't think we are back to normal	the message coming out from the government will be we are back to normal	Andy Burnham doesn't think we are back to normal	the message coming out from the government will be we are back to normal					Self-Contradiction	False
QT30_308	They're not working with tools in factories any more	It is the idea that the workers are going to put down the tools in the factory	workers are not working with tools in factories any more	it is the idea that the workers are going to put down the tools in the factory					Contradiction	False
QT30_309	At that point, I was like hold on a second, again, we are being mocked in Parliament	"up until then, you know the Prime Minister had a really good kind of you know, 
what he said made sense"	at the point of the question, I was like hold on a second, again, we are being mocked in Parliament	up until the question, you know the Prime Minister had a really good kind of you know, what he said made sense					non-contradiction	 False
QT30_310	domestic violence against man with a woman and the only difference is a man doesn't report it as much as a woman does	Domestic violence against men with women is high compared and obviously, men against women is high	domestic violence against man with a woman and the only difference is a man doesn't report it as much as a woman does	domestic violence against men with women is high compared and obviously, men against women is high					non-contradiction	False
QT30_311	I don’t earn too much	I have to give the money back now because I earn too much	James Allcock does not earn too much	James Allcock has to give the money back now because he earns too much					contradiction	 False
QT30_312	While the packages are better than nothing, theyâ€™re not enough	all the packages from the chancellor are fine	while the packages from the chancellor are better than nothing, theyâ€™re not enough	all the packages from the chancellor are fine 	While the packages are better than nothing, they're not enough	all the packages from the chancellor are fine	"while the packages from the chancellor are better than 
nothing, they're not enough"	all the packages from the chancellor are fine	non-contradiction	 False
QT30_313	I believe her	There is an independent review of whether or not the first minister broke the code of conduct	Jeane Freeman agrees that the first minister did not break the code of conduct	there is an independent review of whether or not the first minister broke the code of conduct					non-contradiction	False
QT30_314	that seems to be an attempt here to do that	You cannot change the game when you are playing the game	there seems to be an attempt here to do change the game when you are playing the game	you cannot change the game when you are playing the game					contradiction	False
QT30_315	clearly, there was a case to be answered	The perspective that is looked on in politicians, I don't think, actually, is often worked through at what cost they're doing some parts of their job	clearly, there was a case to be answered	the perspective that is looked on in politicians is not often worked through at what cost they're doing some parts of their job					Non-contradiction	False
QT30_316	the idea that you would do that under a live case is just -- it is just unacceptable	There may be an argument to say look again at this process	the idea that you would look again at the process under a live case is just unacceptable	there may be an argument to say look again at this process					contradiction	True
QT30_317	there is a case that Boris Johnson was thinking about his own skin	The last thing I wanted to say to Tim was about this being a case of Boris Johnson showing decency	there is a case that Boris Johnson was thinking about his own skin	Caroline Lucas wanted to say to Tim Stanley about this being a case of Boris Johnson showing decency					Contradiction	False
QT30_318	I'm feeling positive about COP, actually	The leaders didn't have support	Tim Stanley is feeling positive about COP26, actually	the leaders didn't have support					contradiction	False
QT30_319	I couldn't get a dog sitter	I was invited	Tim Stanley couldn't get a dog sitter	Tim Stanley was invited to that dinner					non-contradiction	False
QT30_320	I find a reason not to be in the room	I'm five minutes from where things are happening	Tim Stanley finds a reason not to be in the room	Tim Stanley is five minutes from where things are happening					contradiction	False
QT30_321	You don't need to be paid in order to be a whistle-blower	He was being paid for that	you don't need to be paid in order to be a whistle-blower	Owen Paterson was being paid for that					Self-Contradiction	False
QT30_322	at the moment we have a government to whom they feel the law doesn't apply to them	Our democratic system has a series of checks and balances	at the moment we have a government to whom they feel the law doesn't apply to them	our democratic system has a series of checks and balances					non-contradiction	False
QT30_323	That's not true	He's a nice man therefore it doesn't count	That's not true	he's a nice man therefore it doesn't count					Contradiction	False
QT30_324	that's what it is in the general public's mind	It might not be the true	it is in the general public's mind that Boris Johnson was persuaded to get Owen Paterson off	it might not be true that Boris Johnson was persuaded to get Owen Paterson off		It might not be the truth			Contradiction	False
QT30_325	There's plenty more to be done, clearly	I'm optimistic	there's plenty more to be done, clearly	Paul Scully is optimistic					Non-contradiction	False
QT30_326	It doesn't mean they should be let off things	a few weeks ago we were talking about the importance of remembering that MPs are human beings	MPs being human doesn't mean they should be let off things	a few weeks ago we were talking about the importance of remembering that MPs are human beings					non-contradiction	False
QT30_327	there are big questions about how the deforestation agreement will be enforced	in that world with, yes, the small steps forward are welcome	there are big questions about how the deforestation agreement will be enforced	in that world with, yes, the small steps forward are welcome					non-contradiction	False
QT30_328	most of us don't have sufficient insulation	Of course people need to be able to change	most of us don't have sufficient insulation	of course people need to be able to change					contradiction	False
QT30_329	But in the short term there is a cost	So in the long run it will be great	in the short term there is a cost	in the long run green technology will be great					contradiction	False
QT30_330	what about the actual politicians that are attending this conference	The cost to the consumer, the general public	xxx is what about the actual politicians that are attending this conference	we've discussed the cost to the consumer, the general public					non-contradiction	True
QT30_331	they are trying to persuade us, ordinary people, to adjust our lifestyles to meet their ambitions	fish gotta swim and the rich got to fly	they are trying to persuade us, ordinary people, to adjust our lifestyles to meet their ambitions	fish got to swim and the rich got to fly					non-contradiction	False
QT30_332	That's not acceptable, in my opinion, when it gets to these fundamental issues of dignity and respect, equity, compassion, that really are at the roots of making humanity function	They tend to take the safe route or the easy way out or to keep silent	when it gets to these fundamental issues of dignity and respect, equity, compassion, that really are at the roots of making humanity function it is not acceptable to take the safe route or the easy way out or to keep silent	the people that are in positions of power and find it difficult to speak up tend to take the safe route or the easy way out or to keep silent					contradiction	True
QT30_333	We're getting to that in 2024/25	In 2014, the International Energy Agency was saying the electric vehicles would be at the same cost as the combustion engine by 2050	we're getting to the electric vehicles being at the same cost as the combustion engine in 2024/25	in 2014, the International Energy Agency was saying the electric vehicles would be at the same cost as the combustion engine by 2050					contradiction	True
QT30_334	I don't want to suffer right now with juice anxiety	I would love an electric car	AudienceMember 20211111QT19 doesn't want to suffer right now with juice anxiety	AudienceMember 20211111QT19 would love an electric car					contradiction	 False
QT30_335	we couldn't afford to do	we all tomorrow ran out and bought an electric car	we couldn't all afford to run out tomorrow and buy an electric car	we could all run out tomorrow and buy an electric car					contradiction	False
QT30_336	you don't have to put them in now	Let's take the heat pumps, Â£5,000 subsidy grant towards putting them in	you don't have to put the heat pumps in now	let's take the heat pumps, Â£5,000 subsidy grant towards putting them in		Let's take the heat pumps, £5,000 subsidy grant towards putting them in		let's take the heat pumps, £5,000 subsidy grant towards putting them in	contradiction	True
QT30_337	the proof of the pudding is in the eating	are the ones pushing the government now to the higher ambitions that we absolutely need	the proof of the pudding is in the eating	what we see now is that net zero pledges are the ones pushing the government now to the higher ambitions that we absolutely need					non-contradiction	True
QT30_338	is it because the process needs review	Was it because of Mr Paterson	the cause for the goverment deciding that the process of politicians being paid by companies needed review was or wasn't the fact that the process needs reviewing	the cause for the goverment deciding that the process of politicians being paid by companies needed review was or wasn't the fact that Owen Paterson was getting payments from companies					non-contradiction	False
QT30_339	People use it all the time	It was always hugely offensive	people use the term all the time	the term was always hugely offensive					Contradiction	True
QT30_340	I'm not astonished the language is being used	There's no possible explanation for it	Tim Stanley is not astonished the language is being used	there's no possible explanation for that language					Contradiction	False
QT30_341	we need to do more	I'm glad action is being taken	we need to do more against the use of racist language	Paul Scully is glad action is being taken against using racist words					non-contradiction	False
QT30_342	that is the sort of things people need to do	It is not sexy talking about insulating your loft	that is the sort of things people need to do	it is not sexy talking about insulating your loft					contradiction	 False
QT30_343	I wanted to go to Edinburgh	Being in Eastleigh we're close to an airport and a station which have fantastic ability to get anywhere	AudienceMember 20211111QT18 wanted to go to Edinburgh	being in Eastleigh we're close to an airport and a station which have fantastic ability to get anywhere					Non-Contradiction	False
QT30_344	that choice is taken away from me	I want to drive to be green	that choice is taken away from AudienceMember 20211111QT18	AudienceMember 20211111QT18 wants to drive to be green					Contradiction	False
QT30_345	I live in a terraced house	The same is I would love to have an electric car	AudienceMember 20211111QT18 lives in a terraced house	the same is AudienceMember 20211111QT18 would love to have an electric car					non-contradiction	False
QT30_346	If I used the train	I can't get there for £30 on a flight	AudienceMember 20211111QT18 used the train	AudienceMember 20211111QT18 can't get there for £30 on a flight					Non-contradiction	False
QT30_347	I know you talked a lot about corporate responsibility	You're not head of Unilever anymore	Fiona Bruce knows Paul Polman talked a lot about corporate responsibility	Paul Polman is not head of Unilever anymore					non-contradiction	False
QT30_348	the emerging markets are asking for an annual review	we agreed on a review of that now every two years	the emerging markets are asking for an annual review	we agreed on a review of the commitments now every two years					Contradiction	False
QT30_349	once they get out of Europe, away from the media, where there are governments that can't or don't regulate or whatever it is, and those companies in those countries are behaving in a blatantly irresponsible way	some of those companies are behaving well	once they get out of Europe, away from the media, where there are governments that can't or don't regulate or whatever it is, and those companies in those countries are behaving in a blatantly irresponsible way	some of those companies are behaving well					Self-Contradiction	False
QT30_350	the biggest difference is getting the vaccine	to demonstrate that taking sensible small steps, like wearing masks in crowded places, can have a big difference	the biggest difference is made by getting the vaccine	we do have an example to demonstrate that taking sensible small steps, like wearing masks in crowded places, can have a big difference					Contradiction	False
QT30_351	we are frontline, kind of	Some of our staff still aren't vaccinated because of our age	education workers are frontline, kind of	some of the education staff still aren't vaccinated because of our age					contradiction	False
QT30_352	it's the perpetrators and the focus should be on them and on educating them	why women have to be fearful of what they're actuallyâ€¦where they're going	focus should be on the perpetrators and on educating them	people need to be aware of why women have to be fearful of what they're actually doing and where they're going		why women have to be fearful of what they're actually doing and where they're going			non-contradiction	True
QT30_353	it's never enough	one, legislation is really important	legislation is never enough	one, legislation is really important					non-contradiction	False
QT30_354	there are two other things you need	You can have the legislation	there are two other things you need	you can have the legislation					non-contradiction	False
QT30_355	they can't actually come to class	they've chosen to study in Scotland	people coming from all over the world have chosen to study in Scotland can't actually come to class	people coming from all over the world have chosen to study in Scotland					contradiction	False
QT30_356	I'm not allowed to do that at the moment, actually, at work	I'm sitting here in a room with 60 people in a university lecture theatre	Heather McGregor is not allowed to sit in a room with 60 people at the moment at work	Heather McGregor is sitting here in a room with 60 people in a university lecture theatre					Self-Contradiction	False
QT30_357	we are not allowed to teach people in larger groups yet, even with social distancing	unlike in England	in Scotland we are not allowed to teach people in larger groups yet, even with social distancing	in England it is allowed to teach people in larger groups					Contradiction	False
QT30_358	it's not particularly onerous	why on something as basic as wearing masks	wearing a mask is not particularly onerous	the UK Government against something as basic as wearing masks					non-contradiction	 False
QT30_359	It's not the most pleasant of things	it's not particularly onerous	wearing a mask is not the most pleasant of things	wearing a mask is not particularly onerous					non-contradiction	 False
QT30_360	yes, we need an education shift	they should get everything thrown at them that we can throw at them in this country	yes, we need an education shift	these men should get everything thrown at them that we can throw at them in this country					Contradiction	True
QT30_361	which I think was an absolute failure	but we didn't include the largest hate crime, which is sexism and misogyny in that Hate Crime bill	not including sexism and misogyny in the Hate Crime bill was an absolute failure	we didn't include the largest hate crime, which is sexism and misogyny in that Hate Crime bill					contradiction	False
QT30_362	frankly that's wrong	the answer to this is women thinking about how they change their behaviour	frankly the answer being that women need to think about how they change their behaviour is wrong	the answer to women having to worry about their safety is women thinking about how they change their behaviour					Contradiction	True
QT30_363	instead that money is going to projects in England	"We were sincerely hoping that the UK government would invest the billion pounds
that had been promised"	instead the money that UK government has promised to the Acorn Project is going to projects in England	"we were sincerely hoping that the UK government would invest in the Acorn Project the billion pounds that had been 
promised"					contradiction	 False
QT30_364	I've come here from the Netherlands	I've paid my dues	Audience Member 20211028QT11 has come here from the Netherlands	Audience Member 20211028QT11 has paid her dues					Non-contradiction	False
QT30_365	it's not cutting it	the online stuff, they're trying really hard	the online stuff is not cutting it	the online stuff, universities are trying really hard					contradiction	False
QT30_366	Not in the North East	it's the Conservative Government in London that is investing Â£16 billion in the transition fund to move us into this new renewables future	the Conservative Government in London is not investing Â£16 billion in the transition fund to move us into this new renewables in the North East	it's the Conservative Government in London that is investing Â£16 billion in the transition fund to move us into this new renewables future		it's the Conservative Government in London that is investing £16 billion in the transition fund to move us into this new renewables future	the Conservative Government in London is not investing £16 billion in the transition fund to move us into this new renewables in the North East	it's the Conservative Government in London that is investing £16 billion in the transition fund to move us into this new renewables future	non-contradiction	False
QT30_367	in the North East of Scotland	Not in the North East	the Conservative Government in London that is investing £16 billion in the transition fund to move us into this new renewables future in the North East of Scotland	the Conservative Government in London is not investing £16 billion in the transition fund to move us into this new renewables in the North East					Contradiction	False
QT30_368	it is a reserve cluster	in terms of carbon capture and storage in the Scottish Cluster, in the Acorn project, of course it was disappointing that it didn't achieve tier one status	the Scottish Cluster, in the Acorn project, is a reserve cluster	in terms of carbon capture and storage in the Scottish Cluster, in the Acorn project, of course it was disappointing that it didn't achieve tier one status					contradiction	False
QT30_369	the Scottish National Party Government in Edinburgh	the Conservative Party is investing and does care about the North East of Scotland	"the Scottish National Party Government in Edinburgh is not investing and does not care about the North 
East of Scotland"	the Conservative Party is investing and does care about the North East of Scotland					non-contradiction	 True
QT30_370	the Scottish Government can be doing more	"The UK government should be doing more in terms of that carbon capture 
project in the North East"	the Scottish Government can be doing more in terms of that carbon capture project in the North East	the UK government should be doing more in terms of that carbon capture project in the North East 					non-contradiction	False
QT30_371	we've actually only created 21,400 green jobs in Scotland with the powers that we already have	The Scottish Government promised that we would have 130,000 green jobs by 2020	we've actually only created 21,400 green jobs in Scotland with the powers that we already have	the Scottish Government promised that we would have 130,000 green jobs by 2020					Contradiction	False
QT30_372	there's only one thing that I kind of sigh about when it comes to the Scottish Government as it is	I would be so proud for there to be an independent Scotland	there's only one thing that AudienceMember 20211028QT28 kind of sighs about when it comes to the Scottish Government as it is	AudienceMember 20211028QT28 would be so proud for there to be an independent Scotland					non-contradiction	False
QT30_373	has the UK government ignored it	"animal agriculture is the second biggest cause of climate change,
 before transport"	the UK government has ignored animal agriculture	animal agriculture is the second biggest cause of climate change, before transport					non-contradiction	 True
QT30_374	Scottish Government is continuing with that	"animal agriculture is the second biggest cause of climate change, before
transport"	Scottish Government is continuing ignoring animal agriculture	animal agriculture is the second biggest cause of climate change, before transport					contradiction	 False
QT30_375	don't dehumanise to the lengths that some might	every politicians does have family scrutinised, criticised, hold politicians accountable, do all of that, that's a life bud of our democracy	don't dehumanise to the lengths that some might	every politicians does have family scrutinised, criticised, hold politicians accountable, do all of that, that's a life bud of our democracy					-	True
